Nom de la gare;Code UIC;Total Voyageurs + Non voyageurs 2022;Total Voyageurs + Non voyageurs 2021;Total Voyageurs + Non voyageurs 2020;Total Voyageurs + Non voyageurs 2019
Saint-Pierre-d'Aurillac;582833;12000;7824;4493;6221
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;393843;9601190;5594284;4872956;11640712
Saint-Roch;313080;69003;52807;49519;79609
Saint-Sébastien Pas Enchantés;354589;36316;24053;18327;30198
Saint-Sulpice-Laurière;592345;38867;31349;29755;37213
Saint-Vincent-de-Tyrosse;673277;268274;213440;152988;207431
Saléchan - Siradan;618710;504;252;81;232
Sallaumines;345215;13013;8918;9591;15527
Salomé;342451;10248;8858;9200;12839
Sannois;276188;3857638;3581520;1997420;3682623
Santenay les Bains;713594;6103;4626;5101;6398
Santes;286401;42691;32753;29459;48428
Saône;718502;24300;14367;22035;30007
Sarliève - Cournon;734152;44092;26160;22334;39848
Sathonay - Rillieux;723700;284156;232712;233402;370459
Saulon;713628;16714;7968;9809;13891
Saverdun;611368;193250;149508;119234;170973
Sélestat;214056;2449506;1923666;1604453;2442896
Sennecey-le-Grand;725614;44934;32043;23939;31410
Sérifontaine;381269;4966;2746;522;1048
Sermaise;545517;108489;90415;60616;131344
Sevran - Livry;271429;4784929;3906248;2632823;5792675
Sisteron;751206;43042;32898;21755;45132
Somain;345314;443693;342261;293434;472074
Strasbourg Roethig;212191;71967;66201;48454;75283
Suresnes Mont Valérien;382374;3503155;3048787;1546667;3463282
Surgères;485227;554580;427417;322403;466186
Taconnaz;746750;5492;4882;4141;3871
Tanus;615674;2934;2846;2586;2590
Tarbes;671008;789055;608362;412383;529157
Teillé;396051;3977;3509;1817;3313
Terrasson-Lavilledieu;594408;36251;23939;13380;28633
Tessonnières;615245;7536;4080;2381;2846
Thann;182568;189873;154070;134772;204227
Thaon;144097;424219;330839;258250;320173
Thésée;328195;3884;4458;5126;5585
Thonon-les-Bains;745646;744674;539748;379043;527938
Thun le Paradis;381822;471681;432673;198768;391728
Tieffenbach - Struth;215699;72219;53190;39193;63356
Tonnerre;713198;180786;132885;107169;168337
Toulouse Matabiau;611004;19798597;15766431;11717063;15218730
Tournan-en-Brie;116210;2096889;1527630;961576;1971494
Toury;543074;204793;159582;128809;163512
Trélazé;701532;60813;40738;30106;44256
Trilport;116491;990660;1099328;229698;1199192
Urmatt;214635;176951;139760;119260;157269
Us;381178;99723;85308;53822;122476
Uzerche;594200;73091;56268;43161;69918
Vaas;396598;6697;4657;4154;6237
Valleroy - Moineville;192732;5955;4073;3707;7166
Valmondois;276535;917051;891151;499320;1035712
Vaumoise;271601;4241;3422;2191;961
Vauvert;775817;35887;30828;13909;3329
Vélines;584177;63568;48189;32254;30900
Vendeuvre-sur-Barse;118257;52886;35792;31182;44126
Verrey-sous-Salmaise;713081;25391;21178;19592;19996
Versigny;296608;2219;2823;1745;2249
Vert Galant;271437;6389699;5453237;3831144;7736030
Vertou;481408;117136;79287;59277;111536
Vesoul;185009;298271;227026;202326;250841
Vézelise;141606;6608;2646;3218;4113
Vic - Mireval;773531;50569;38784;20507;15609
Vic-le-Comte;734186;314855;247917;227210;290554
Vienne;722587;2081399;1549673;1177060;1881846
Viévola;756890;171;8;76;134
Villaines-sous-Bois;272021;97742;86132;28284;94805
Villefort;775197;18520;12875;8837;11344
Villefranche-de-Rouergue;613893;70128;51984;40134;66546
Villeherviers;576165;16920;10829;7509;8533
Villeneuve-la-Guyard;683102;177493;140275;119821;158296
Villeneuve-Loubet;756304;423218;324260;222593;381658
Villeneuve-Saint-Georges;681825;14780961;14720746;9348272;17889110
Villereversure;743328;4611;2045;2323;4444
Villiers Montbarbin;116749;53041;58772;26840;64214
Virieu sur Bourbre;747204;26566;22014;17414;24338
Viroflay Rive Gauche;393215;4651553;3373069;2634272;5633570
Vitry-en-Artois;342113;78918;66628;61341;91824
Viviers-du-Lac;741140;13698;9150;6139;8953
Viviez - Decazeville;613661;17339;11938;9416;14050
Voellerdingen;215640;0;0;0;0
Voiron;747287;1571469;1227500;957865;1404351
Volvic;641423;14953;9144;6737;8791
Vonnas;725820;102171;101754;85383;91327
Vorey;734723;42789;39154;29492;45135
Vougeot - Gilly-lès-Cîteaux;713511;50564;28560;29538;36550
Voujeaucourt;184531;16809;11771;10356;12042
Vraincourt - Viéville;143024;1332;1190;1555;3326
Vrigne-Meuse;172221;5471;4273;4032;4277
Wallers;343301;10863;8875;10687;25641
Wambrechies;286229;19;127;21;919
Watten - Éperlecques;281436;102356;86007;82999;113082
Wihr-au-Val - Soultzbach;182378;43562;40428;36875;40307
Abbeville;317362;1026289;793538;616779;923612
Achères Ville;381657;3645213;2443547;1597517;3468208
Agonac;595157;6468;4119;3271;2538
Aimargues;775833;2750;6335;3752;1034
Aime - La Plagne;741769;158082;75201;89504;132281
Aix-les-Bains le Revard;741132;1986422;1653308;1236162;1893845
Amilly Ouerray;394205;27282;25521;24910;26442
Ancenis;481192;1279596;969924;778934;1248518
Andrésy;381491;586872;516688;205140;445551
Angers Saint-Laud;484006;9645388;7173793;5282039;8830401
Angoulins sur Mer;485102;14777;10878;7140;11349
Annemasse;745497;1709957;1279646;809866;887222
Anvin;317255;7494;3630;412;811
Arcachon;582668;1405673;1171230;919669;1292779
Arengosse;671479;4371;4360;3870;4562
Ars-sur-Moselle;192401;128438;113965;92577;135661
Ascq;286864;17383;12672;9877;16603
Aubie - Saint-Antoine;491233;54573;38410;28303;39025
Aubin;613224;9960;4501;4316;5717
Aubin-Saint-Vaast;316604;1691;830;5;126
Aubusson;597823;806;687;516;4438
Aulnay-sous-Bois;271411;22707800;21264933;12900964;24479374
Autun;694570;66454;64134;60025;61002
Auxerre Saint-Gervais;683573;652016;409570;340387;560740
Avenue du Président Kennedy Maison de Radio France;543207;1464648;984899;836594;1773182
Avesnelles;295725;4532;2318;2791;7084
Avignonet-Lauragais;616011;25351;19623;15673;20463
Avranches;448514;27965;19124;13362;16899
Ay;171561;49087;41948;42312;58894
Baillargues;773457;524404;357118;208568;235889
Balbigny;726869;106731;89157;72773;104699
Bandol;755223;368806;305114;231764;342017
Barentin;411264;293811;230841;211734;297659
Bar-sur-Aube;118299;85393;75139;79554;89686
Bartenheim;182113;145037;117114;107560;179015
Bas - Monistrol-sur-Loire;726778;106606;72874;55120;102476
Bayeux;444067;575714;395120;328630;602873
Beillant;491076;112;27;55;89
Bellegarde;745000;1765001;1322317;912049;1536074
Bellenaves;641068;8124;5018;3307;6618
Benfeld;214122;562669;432888;364911;568087
Bergues;281105;205988;159085;157197;253447
Bersac-sur-Rivalier;592352;3437;3049;3064;4347
Besançon Franche-Comté TGV;300863;703220;569666;397413;747106
Bétaille;594747;36;9;10;5
Beuvry lès Béthune;342402;12518;10410;7478;16102
Beynost;723544;246845;177969;138395;215456
Biot;757690;378786;256868;188389;341782
Bischheim;212308;56883;41226;32597;52507
Blanquefort;581728;193444;156058;125211;198852
Blois - Chambord;574004;2186334;1540517;1168307;1884896
Bois-Colombes;381079;5302890;4906735;1956992;5459393
Boisseaux;543082;8167;4979;5241;7250
Bort-les-Orgues;645705;13086;11576;10807;10906
Boucau;673095;10269;9876;5206;8764
Bourbourg;281279;20922;18171;17061;20921
Bourron-Marlotte - Grez;684118;125252;155144;83212;151614
Bourth;393603;0;0;0;0
Bréauté - Beuzeville;413344;843346;588897;491647;744905
Brebières;345108;83023;70529;66521;86470
Bretigny - Norges;712265;16859;12569;10228;8764
Bretteville - Norrey;444042;21815;23882;21779;26421
Brignais;722728;393881;302076;248907;396473
Bruyères;144154;114217;58855;42714;50987
Bruz;471037;267554;182499;149123;207960
Bully - Grenay;342105;152492;132656;124119;227299
Buzy en Béarn;672634;11705;9013;6920;9425
Cadaujac;582684;52220;34033;22884;43876
Cambrai;345520;832900;660822;580709;871992
Campagne-sur-Aude;615229;1;3;0;0
Cannes La Bocca;757617;195189;168811;130504;265590
Carignan;172353;16414;14028;10707;20213
Carmaux;615625;118263;87641;62788;84973
Carnoët - Locarn;473561;4753;4297;2633;2557
Carnoules;755371;103978;87100;60842;97030
Carry-le-Rouet;753566;80178;55665;40959;80636
Casino Lacroix Laval;208553;20337;13453;9241;21010
Cassel;281139;143985;114889;114180;153493
Cassis;751776;415838;336710;256099;367728
Castillon-la-Bataille;584136;229532;181516;133458;126556
Castres;615468;197630;146322;112879;162664
Caulnes;473066;73308;49281;42095;55299
Ceintrey;141572;2568;2490;1425;669
Cergy le Haut;382655;7096311;4792833;3298015;6739264
Chabris;576223;30059;20893;21125;24538
Chalais;583690;31156;22195;16085;22302
Challans;481390;260618;189818;148351;224422
Châlons-en-Champagne;174003;932680;690501;538817;921152
Chamelet;721829;13668;9180;6775;13321
Champagné;396275;17740;13105;14192;22836
Champagne-sur-Oise;276519;344537;311096;158430;342276
Champigny sur Yonne;683128;98611;74932;57749;80015
Champlan;725457;0;0;0;0
Champs - Saint-Bris;683615;2551;1473;1684;3062
Chantonnay;486332;16772;12552;8294;17727
Charmes;144055;450743;360763;299457;391461
Chars;381194;200713;186583;61405;216668
Château-du-Loir;396606;176930;140752;101551;191083
Château-Gaillard;543066;7509;5504;3302;3720
Château-l'Évêque;595165;2326;2114;1671;1871
Châteauneuf-sur-Charente;491506;48173;31666;36591;56387
Châteauroux;597005;916324;771747;700057;1006520
Chedde;746701;24235;17314;15047;20478
Chézy-sur-Marne;116574;113397;91229;70385;117503
Chilly-Mazarin;393637;848244;455942;343304;1027095
Chinon;571687;217574;154340;134815;173825
Clichy - Levallois;381129;11232100;9184506;4471252;11275885
Collonges-lès-Premières;713321;43636;35154;28857;28509
Colmar Mésanges;402297;3007;3326;2422;4190
Colroy - Lubine;144386;0;0;23;15
Compiègne;276691;2927027;2358783;1868909;2847360
Connerré - Beillé;396309;117726;82586;67730;168651
Corbeil-Essonnes;681007;8129611;9146952;5418465;9842549
Corcieux Vanémont;144196;2735;1361;260;973
Cordes - Vindrac;613802;13406;9103;6466;9138
Coulanges-sur-Yonne;696831;4474;3038;2880;3880
Coursan;781161;3789;2668;2409;4105
Courthézon;765180;33392;25611;16297;25599
Courville-sur-Eure;394221;598499;421695;308137;407625
Cravant - Bazarnes;683649;15063;8775;5318;8539
Creil;276006;6530877;5429800;4230366;6370269
Crépy-en-Valois;271593;2016945;1765442;1331038;2200687
Crissé;396226;1033;1152;660;1409
Cuers - Pierrefeu;755355;105189;90246;49667;69744
Cugand;481457;39228;21738;14969;12805
Culmont - Chalindrey;142125;73190;49367;35598;60945
Damiatte - Saint-Paul;615484;26717;21104;16042;20332
Dannemarie - Velesmes;718312;40026;35449;30667;24692
Dannes - Camiers;317081;11836;12562;9337;10346
Dercy - Froidmont;297143;8642;9055;10378;9871
Deville;172064;32295;28179;22128;24336
Dieulouard;141812;142101;105208;93871;151575
Dijon Porte Neuve;713008;132965;120040;129654;159908
Dinan;478164;92068;63610;37277;72293
Dives-sur-Mer - Cabourg;444414;26502;20250;14684;27525
Docelles - Cheniménil;144030;10443;6953;5168;5720
Dombasle-sur-Meurthe;141119;363853;311059;273878;346733
Domblans - Voiteur;718213;33201;32655;35660;31832
Domfront-en-Champagne;396200;6928;5640;4380;11171
Domont;276436;2515498;2377492;1238904;2620960
Dompierre-sur-Helpe;295774;1695;1464;1396;3175
Donchery;172239;41728;30292;20503;23429
Donzère;764290;30544;19638;16156;27825
Dourdan La Forêt;540179;344253;633544;226155;416770
Dourges;345165;213825;169146;155154;260596
Dreuil-lès-Amiens;316075;4898;5055;6308;8475
Ebersheim;214106;19355;15009;11859;17186
Ébersviller;191379;111;2109;3283;3285
École-Valentin;710731;8658;5038;3854;6069
Écommoy;396564;92533;65229;48377;114164
Écouché;444547;734;178;285;528
Écouen - Ézanville;276394;1737430;1582811;762769;1881227
Einvaux;141200;4821;3098;3416;5387
Émerainville - Pontault-Combault;116046;3975775;3748002;2496908;4748348
Ennevelin;287276;3183;2240;601;975
Épinay-sur-Orge;545228;2236797;2095084;955407;2707994
Épinay-sur-Seine;271148;5747660;4459429;1979635;4006406
Épluches;276147;75481;64775;33122;82821
Erdre-Active;590356;43072;29592;27016;41140
Espéraza;615211;975;637;387;630
Estressin;722579;114242;85549;62138;90877
Étalans;718536;60802;50499;48741;48324
Étigny - Véron;683201;7022;5224;4663;7273
Étriché - Châteauneuf;484154;38051;25656;20760;50986
Évry-Courcouronnes;681387;9299239;8307516;5130572;11258509
Èze;756387;243910;120480;93545;196646
Faubourg d'Orléans;576173;111952;133133;167137;151795
Faulquemont;193359;237805;182010;145376;242978
Fegersheim - Lipsheim;212266;156818;134429;114143;173492
Feuquières - Broquiers;313742;32339;23020;14701;12362
Feurs;726877;215354;179955;146395;232364
Flavy-le-Martel;296871;15008;14048;13303;13988
Flers;448001;180659;124417;96442;158515
Flez-Cuzy - Tannay;696633;2766;1149;668;1356
Fontaines - Mercurey;713586;52096;32194;38179;33976
Fontaines-d'Ozillac;491159;0;0;0;89
Fontenoy-sur-Moselle;141051;2520;2344;2672;2864
Font-Romeu-Odeillo-Via;784819;65103;58068;40745;47484
Forbach;193003;402957;331657;249670;423877
Fouday;214734;11309;8889;8789;10791
Freistroff;191395;2073;1398;1494;2436
Fréjus;757500;188971;156845;108863;191271
Frontignan;773556;540352;413342;279780;367634
Gaillon - Aubevoye;415620;688545;522340;434564;693857
Gambsheim;212332;259633;215421;192661;243205
Gan;672618;5149;3818;2628;3853
Gardonne;584235;38203;29751;21890;22457
Gare routière de La-Voulte-sur-Rhône;761544;1406;1042;747;601
Gargan;113860;5708651;4574239;6591131;3150620
Gevrey-Chambertin;713503;102990;64535;82277;106048
Gièvres;576876;72650;62263;46244;56134
Golfech;618082;161;0;0;0
Graffenwald;181131;84897;60905;58023;78248
Gramat;613059;20641;15183;10952;12369
Grand Bourg;681353;249760;603514;141132;302375
Grenoble;747006;11512740;8858291;6886394;11228672
Grésy-sur-Aix;746107;92911;69400;53176;69592
Grésy-sur-Isère;741611;12966;13546;10781;17257
Gretz-Armainvilliers;116012;832033;662867;436595;881676
Grigny Centre;681379;6155100;8080635;3822746;7451784
Groisy - Thorens - La Caille;746248;101768;85991;67698;76660
Gudmont;142265;1469;1222;1808;3576
Guichen - Bourg-des-Comptes;471151;239425;146070;139479;212295
Gundershoffen;213223;106807;84884;72612;79706
Harfleur Halte;413708;4022;2591;2055;3788
Hargarten-aux-Mines - Falck;193144;3896;3696;1087;555
Hargicourt - Pierrepont;313338;18689;17226;15700;16867
Haybes;172106;33619;31553;28125;30678
Heilles - Mouchy;316398;5848;4682;2963;2001
Hellemmes;286062;1231;941;1452;3251
Hermes - Berthecourt;313585;120555;91304;85438;104436
Hettange-Grande;191163;621992;458149;385316;591047
Hirson Écoles;324335;36572;32712;32721;28484
Hochfelden;212167;313472;255252;225438;289164
Hoelschloch;213413;24275;17942;15442;20638
Hombourg-Budange;191353;483;289;440;829
Houilles - Carrières-sur-Seine;386409;15852935;12067402;7442169;15533521
Houlgate;444406;14635;11758;8614;15283
Huriel;641217;34;15;6;26
Illiers-Combray;394437;377298;268972;190068;207955
Isles - Armentières - Congis;116616;85504;98675;53243;103553
Iwuy;345397;5768;4585;5446;7181
Jarrie - Vizille;747535;18757;12009;9411;17869
Jarville-la-Malgrange;141010;47559;34886;30636;41635
Joigny-sur-Meuse;172031;11957;15196;13973;14007
Juziers;381558;361367;307728;144256;296880
Kédange;191346;4150;2902;2221;4238
Kruth;182642;25710;20013;18542;26336
La Barre Ormesson;271171;2886266;2624736;1355505;2958201
La Bassée - Violaines;342436;346786;269871;242702;339416
La Bernerie-en-Retz;481267;46940;32545;24445;30187
La Bohalle;487843;24044;14275;16229;27951
La Brigue;756874;4102;1633;2044;3758
La Chapelle - Aulnay;590364;28376;20741;14849;21028
La Ferté-Imbault;576082;16548;12922;11851;12963
La Ferté-Saint-Aubin;543124;230802;149771;106554;157793
La Ferté-sous-Jouarre;116517;1443454;1912973;833343;1747522
La Fontaine;286427;3857;2347;1408;4540
La Grave d'Ambarès;491274;29282;24690;16470;15736
La Mothe-Saint-Héray;485508;3675;2231;2267;3355
La Poterie;334508;54075;44391;45583;33400
La Rochefoucauld;583427;2;3;1;1427
La Roche-Maurice;474262;18632;12300;9792;14028
La Roche-sur-Foron;746305;684196;467427;306885;464066
L'Abbaye;113886;939766;753017;1018355;856326
Laboissière - Le Déluge;313676;47951;38292;25990;27855
Lagny - Thorigny;116319;3156126;2624826;1587104;3821213
Laigné - Saint-Gervais;396556;23092;15266;11899;37997
Lalande Église;611947;0;0;0;0
Lalbenque - Fontanes;613323;31861;20139;12762;8564
Landévant;476234;66157;51225;34646;49467
Laneuveville-devant-Nancy;141093;8149;7710;6555;10282
Langeais;571828;363456;257398;187040;270177
Lannemezan;671123;109660;82322;53489;67169
Lannion;473223;374688;283669;197244;278099
Laqueuille;641274;14290;10098;4694;5991
Laragne-Montéglin;763755;18312;12238;9031;17947
Laroche - Migennes;683268;819413;468352;290429;453908
Laroquebrou;645135;3741;2626;2638;3527
Le Bras de Fer;681395;2426400;2262218;1349141;2937587
Le Bruel;783548;23;0;9;2
Le Bugue;595744;10534;7644;6303;11454
Le Cailar;775825;8480;6140;3148;1551
Le Cellier;481168;61429;41042;34534;53036
Le Chambon-Feugerolles;726711;30742;24405;16223;34013
Le Dramont;757542;18042;15802;9735;11865
Le Haut Banc;316687;1359;1804;2705;4388
Le Havre;413013;2344145;1716469;1463213;2307865
Le Lioran;645473;11384;9536;6284;16717
Le Luc - Le Cannet;755405;51849;45132;33909;47512
Le Mans;396002;7766197;5867393;4279841;7608629
Le Meux - La Croix-Saint-Ouen;276733;44161;36443;26071;39014
Le Pouliguen;481762;108811;81603;60000;87996
Le Puy-en-Velay;734699;360966;293996;209696;340273
Le Vieux Briollay;484139;18059;14515;16718;22877
Lentilly Charpenay;566919;283478;195182;155924;283754
Lépanges;144048;1992;1429;570;1703
Les Abrets - Fitilieu;741496;4918;4491;2818;5284
Les Arcs - Draguignan;755447;1132059;903427;615701;941604
Les Bons Pères;297515;554;903;1569;1919
Les Cabannes;611574;10768;7403;2726;7119
Les Cauquillous;328021;15587;8695;7693;13579
Les Échets;723718;204769;142660;104316;201026
Les Flachères;721704;969;1562;1875;1859
Les Longevilles-Rochejean;715227;368;259;239;834
Les Martres-de-Veyre;734178;203097;165904;159203;189789
Les Moutiers-en-Retz;481259;28213;19497;15453;20176
Les Saules;546226;1030114;1131310;548437;1247139
Lestelle;611111;355;551;517;312
Leucate La Franqui;781088;107549;83945;63919;68400
Leval;295790;2955;2621;2544;3422
L'Herbergement - Les Brouzils;486126;120199;80849;64010;97831
L'Hospitalet-près-l'Andorre;611517;16950;10849;6753;12852
Lille Porte de Douai;287250;34090;26591;19925;31099
Limoges Bénédictins;592006;2256729;1745621;1252976;1987295
Limoux Flassian;598755;8990;7261;4693;3796
Lingolsheim;214502;70732;61224;51849;69740
L'Isle-d'Abeau;761239;367968;269107;199388;286245
Lisle-sur-Tarn;615310;102884;80808;61130;75711
Lizy-sur-Ourcq;116632;307473;319296;176418;370060
Loivre;171728;43778;33768;31268;26527
Longpré-les-Corps-Saints;313122;169899;134980;119785;175526
Louvroil;295535;2460;1683;2513;4365
Ludres;141481;21795;16503;14306;22919
Lunel;773408;942957;737036;482771;642318
Lunery;576280;661;177;506;678
Lunéville;141150;1095163;899712;740493;1065322
Luxé;583823;30018;23429;18100;23325
Luzarches;276576;482916;438258;201311;500028
Lyon Perrache;722025;9385038;7329538;5669298;9782065
Lyon Saint-Paul;721159;1952137;1587077;1374666;1990966
Machecoul;481366;96863;71593;54369;79509
Mâcon Loché TGV;725705;551028;425184;301444;585061
Magnette;641365;950;1312;937;2288
Magneux - Courlandon;400986;20269;17061;15304;14861
Maillé;575068;39773;21401;14529;23699
Maizières-lès-Metz;191106;274428;182892;149758;240448
Malause;611871;9;0;0;0
Mantes-la-Jolie;381509;8323186;6799318;5533654;11473614
Marbache;141796;24767;19328;15271;19855
Marignier;746347;206066;171163;145879;183496
Marlieux - Châtillon;723767;165940;127663;98289;149030
Marmagne sous Creusot;694182;53;24;113;89
Marquise - Rinxent;317339;186762;154650;131640;172334
Marsac-sur-l'Isle;595207;128;0;1;0
Marseille Blancarde;751081;829688;695115;490704;630546
Marssac-sur-Tarn;615419;11976;9148;6516;9832
Martigné-Ferchaud;471367;13457;4573;2406;2684
Massérac;471227;6406;2309;1210;7720
Massy - Palaiseau;393579;3755971;4675988;635645;4478681
Massy - Verrières;383281;272986;372146;46109;330403
Maubeuge;295006;801916;644453;527311;824507
Mauzens-et-Miremont;595728;0;1;199;554
Mazingarbe;342121;1327;298;480;1088
Merrey;142406;0;0;0;1
Méry-sur-Oise;276667;687680;628515;488175;670612
Messein;141499;12242;11766;13747;14096
Mesvres;694158;4257;4036;3184;2172
Metzeral;182816;50970;50116;45391;54194
Meung-sur-Loire;574137;494376;366156;268750;399686
Meuse TGV;147322;328827;245392;178001;294068
Mohon;172155;12787;8285;5904;13533
Molinges;743591;1817;1809;604;611
Monestier-de-Clermont;747592;19912;24324;16152;27898
Monsempron-Libos;586453;37756;26737;20630;35773
Mont de Terre;287128;185;99;452;2950
Montauban-de-Bretagne;471086;347553;215707;181650;266976
Montbartier;611699;80459;60683;47521;54779
Montbéliard;184523;751649;565222;497343;674765
Montceau-les-Mines;694620;99863;78743;66643;71447
Monteux;765818;120242;95214;64274;133192
Montfort-sur-Meu;471078;616502;404333;364254;522453
Montgeron - Crosne;682104;3365599;2431317;1158916;4074620
Montgeroult - Courcelles;381160;24391;21034;11168;19162
Mont-Louis - La Cabanasse;784793;85238;70231;49246;77862
Montluçon;641001;335487;280202;239140;376779
Montmoreau;583674;19020;13875;9910;14114
Montpellier Saint-Roch;773002;12136970;9286609;6699801;10148853
Montrond-les-Bains;726885;114118;89594;76742;130120
Mont-sur-Meurthe;141143;11591;10240;8703;10788
Morvillars;184424;9808;7125;5663;5243
Mothern;212456;5002;3201;2617;4919
Motteville;411280;63184;54932;61279;89599
Mouroux;116285;93212;89278;59769;112857
Moûtiers - Salins - Brides-les-Bains;741728;523454;269494;304540;452531
Moyeuvre-Grande;191718;43655;30889;21202;33122
Muhlbach-sur-Munster;182733;23150;28499;29649;31410
Mulhouse Musées;534339;0;0;0;0
Naintré;575175;32089;24025;20569;26364
Nantes;481002;21848104;15537840;11334114;18256335
Nantiat;592444;18794;14954;13508;16700
Neufchâtel-Hardelot;317099;19104;13625;10591;11140
Nexon;592725;56990;47285;46283;61162
Nice Riquier;756353;2938596;2334975;1901005;3140749
Niversac;595512;11239;6099;6334;10885
Noisy-le-Sec;113217;15647951;12963317;8762930;17495563
Nonant-le-Pin;444570;1;0;0;0
Nortkerque;287292;5755;3145;2048;2870
Nouan-le-Fuzelier;543157;40834;29593;26442;35637
Nouzonville;172023;46478;33050;20182;22170
Noyelles-sur-Mer;317396;110387;88054;60948;78623
Noyen-sur-Sarthe;396374;31682;22315;17647;54586
Nuits-Saint-Georges;713529;340183;246841;250485;303911
Nyer;784736;281;150;32;113
Obermodern-Zutzendorf;213165;282808;220200;176550;233388
Ogeu-les-Bains;672709;11587;8593;6253;9014
Oloron-Sainte-Marie;672725;110312;86088;60818;98363
Onzain - Chaumont-sur-Loire;574319;290880;217042;169716;215927
Orléans;543009;5525921;3606735;2589806;4271403
Ostricourt;345249;229511;181330;154006;214019
Oullins;722207;237903;202607;142935;205162
Pantin;113209;8207191;5100100;3862190;8005187
Pau;672006;1542674;1201786;776395;1046903
Paulhaguet;734293;2160;1363;963;1776
Pernes - Camblain;342550;14043;7607;2820;19542
Perpignan;784009;2262109;1870796;1313182;1737732
Perrignier;745620;85299;57347;37640;52922
Pessac;581751;1299094;971557;749776;1228140
Pibrac;611830;123489;118709;102119;125728
Plaisir - Grignon;393421;2336338;2204517;1425832;2824885
Plaisir - Les Clayes;393629;795995;705344;474628;964713
Plancoët;473272;13965;12104;8772;11118
Pléchâtel;471177;41764;29086;25107;33192
Plouaret Trégor;473181;179596;131693;85883;135472
Plouigneau;474411;3043;1405;841;1301
Pointe de Grave;581397;1700;1723;1720;1599
Polliat;725846;6999;6277;4945;7407
Pompadour;594663;1790;1762;843;1816
Pompey;141788;83327;60106;48312;77858
Pont de Lignon;726786;1260;843;376;1401
Pont-à-Mousson;141820;1317890;1013029;882067;1284323
Pontanevaux;725721;39660;30793;25503;37095
Pontgouin;394247;41047;28386;18168;19123
Pont-l'Évêque;444349;154933;109795;87929;140432
Pontmort;734103;17410;16334;12565;17357
Pontoise;276139;7676107;7186870;4540241;7951035
Pont-Saint-Esprit;764555;7241;0;0;0
Porchefontaine;393165;723565;545751;398498;875987
Pornichet;481747;225635;160817;114924;175721
Port-Sainte-Marie;586107;66274;46175;30883;40711
Port-Saint-Père - Saint-Mars;481218;53306;37142;28793;38746
Pouzauges;487314;1857;1101;656;779
Praye sous Vaudémont;141622;153;95;863;841
Précy-sur-Oise;276410;75302;64068;42717;75241
Prin-Deyrançon;485268;5100;7113;7079;4301
Prunay;171629;7299;3964;2421;1897
Pruniers-en-Sologne;576199;8571;7249;5040;5929
Quillan;615260;35958;33294;28039;10767
Quimper;474098;1854733;1345332;932417;1322560
Rabastens - Coufouleux;615328;248770;197194;153077;190908
Ranchot;718338;53452;60692;61972;52998
Raon-l'Étape;144626;148769;126018;105300;138751
Reuilly;597039;33387;25018;18104;21607
Rilly-la-Montagne;171595;92751;74796;68278;63585
Ris-Orangis;681338;1133508;1059715;557733;1372333
Roissy-en-Brie;116038;2879867;2912276;1913470;3304512
Romilly-sur-Seine;118158;395879;315991;251480;367649
Romorantin-Lanthenay;576892;0;0;0;0
Ronchin;286534;60809;46563;36744;46032
Rosières;313460;174879;131383;101582;138755
Rosny-sous-Bois;113704;5361506;3952618;2380920;5908117
Rosporden;474155;293235;199123;140684;195824
Rothau;214726;198447;160243;139330;190602
Rouessé-Vassé;396259;2160;1931;1363;3248
Rue;317404;205431;149011;103220;131909
Ruffec;583849;80719;67510;53148;73937
Saincaize-Meauce;696260;2865;1083;1543;519
Saint-Agne;611301;1316336;1185734;1015468;1299676
Saint-Amand-les-Eaux;343103;902976;676489;614196;972805
Saint-André-le-Gaz;723494;203549;151817;115836;168726
Saint-Béron - La Bridoire;741454;12472;10332;11205;15911
Saint-Bonnet-de-Rochefort;641076;5514;3759;4475;7943
Saint-Chamond;726307;853581;640844;537230;868910
Saint-Égrève Saint-Robert;747352;76528;59432;42409;72567
Sainte-Marguerite;287193;4;1;1;63
Saint-Étienne Bellevue;726190;159074;120902;82197;161673
Saint-Étienne Châteaucreux;726000;4606364;3348384;2220668;4660910
Saint-Étienne-de-Montluc;481812;134310;93075;71554;105555
Saint-Geniès-de-Malgoirès;775361;82971;59597;46537;93907
Saint-Georges-de-Luzençon;783423;707;390;280;1591
Saint-Georges-de-Reneins;721340;76688;54463;40589;68811
Saint-Germain-des-Fossés;732206;192562;154024;118363;160763
Saint-Germain-sur-Ille;478016;70433;41967;41260;53527
Saint-Hilaire-de-Riez;486563;65412;47392;32781;45305
Saint-Jean-de-Maurienne Arvan;742320;374836;300239;281525;374726
Saint-Jory;611657;301482;241198;193752;193321
Saint-Laurent-de-la-Prée - Fouras;485136;39829;25188;22090;33925
Saint-Léger-sur-Dheune;694364;15354;12289;11019;10019
Saint-Marcel;751701;33614;30502;16471;21771
Saint-Marcellin;761718;711328;563543;432740;691160
Saint-Martin du Touch;353599;10826;8160;8299;11811
Saint-Maurice-de-Beynost;723536;260916;192065;154069;247579
Saint-Michel Notre-Dame;547315;22763184;22555924;6469340;27558327
Saint-Michel-sur-Orge;545202;2863633;2116656;1640067;3466862
Saint-Omer;281444;1107731;891119;778106;1173145
Saint-Pierre-le-Moûtier;696294;17490;12023;5605;7044
